Sensitive_Strain	Supernatant	Concentration	Tech_repl	Biol_repl	Plate_number	control	AUC	normAUC	fConcentration
P. copri	B. vulgatus pempty	5	tech1	biol1	plate8	FALSE	-0.20504731861198738	-0.016200531146808687	5
P. copri	B. vulgatus pempty	5	tech1	biol2	plate8	FALSE	-0.3580441640378548	-0.027153646307820762	5
P. copri	B. vulgatus pempty	5	tech1	biol3	plate5	FALSE	-0.20110410094637218	-0.01586508023232578	5
P. copri	B. vulgatus pempty	5	tech2	biol1	plate8	FALSE	-0.13958990536277613	-0.011028823126865922	5
P. copri	B. vulgatus pempty	5	tech2	biol2	plate8	FALSE	-0.3454258675078863	-0.026196689609747782	5
P. copri	B. vulgatus pempty	5	tech2	biol3	plate5	FALSE	-0.224763406940063	-0.017731560259658222	5
P. copri	B. vulgatus pempty	10	tech1	biol1	plate8	FALSE	-0.17744479495268153	-0.014019690415507529	10
P. copri	B. vulgatus pempty	10	tech1	biol2	plate8	FALSE	-0.22870662460567812	-0.01734484015257273	10
P. copri	B. vulgatus pempty	10	tech2	biol1	plate8	FALSE	-0.06703470031545747	-0.005296327490302844	10
P. copri	B. vulgatus pempty	10	tech2	biol2	plate8	FALSE	-0.2634069400630914	-0.019976471072273426	10
P. copri	B. vulgatus pempty	10	tech2	biol3	plate5	FALSE	-0.1924290220820191	-0.0151807042223039	10
P. copri	B. vulgatus pSG62#2	0	tech1	biol2	plate8	TRUE	13.123369362653746	0.9952608248705197	0
P. copri	B. vulgatus pSG62#2	0	tech1	biol3	plate5	TRUE	12.707417070443531	1.0024867241368391	0
P. copri	B. vulgatus pSG62#2	0	tech2	biol2	plate8	TRUE	13.420052180395079	1.0177608991845477	0
P. copri	B. vulgatus pSG62#2	5	tech1	biol2	plate8	FALSE	7.628773760715616	0.5785571872607155	5
P. copri	B. vulgatus pSG62#2	5	tech1	biol3	plate5	FALSE	5.882966828177413	0.4641066009789367	5
P. copri	B. vulgatus pSG62#2	5	tech2	biol2	plate8	FALSE	7.812896011926947	0.5925208012194215	5
P. copri	B. vulgatus pSG62#2	5	tech2	biol3	plate5	FALSE	6.1423779351472225	0.48457151445342606	5
P. copri	B. vulgatus pSG62#2	10	tech1	biol1	plate8	FALSE	-0.1647409616101379	-0.01301597649648185	10
P. copri	B. vulgatus pSG62#2	10	tech1	biol2	plate8	FALSE	-0.30264629146477806	-0.022952337114310183	10
P. copri	B. vulgatus pSG62#2	10	tech1	biol3	plate5	FALSE	-0.14386880357808435	-0.011349793967173703	10
P. copri	B. vulgatus pSG62#2	10	tech2	biol1	plate8	FALSE	0.8177413343272455	0.06460871591240085	10
P. copri	B. vulgatus pSG62#2	10	tech2	biol2	plate8	FALSE	-0.29146477823332073	-0.02210434436378148	10
P. copri	B. vulgatus pSG62#2	10	tech2	biol3	plate5	FALSE	-0.26164740961610117	-0.020641335142372867	10
P. copri	B. vulgatus pSG67#2	0	tech1	biol1	plate8	TRUE	13.421811460258779	1.0604404684753785	0
P. copri	B. vulgatus pSG67#2	0	tech1	biol2	plate8	TRUE	12.808133086876154	0.9713536782232296	0
P. copri	B. vulgatus pSG67#2	0	tech1	biol3	plate5	TRUE	12.809611829944547	1.0105488573861217	0
P. copri	B. vulgatus pSG67#2	0	tech2	biol2	plate8	TRUE	13.4181146025878	1.0176139555732362	0
P. copri	B. vulgatus pSG67#2	0	tech2	biol3	plate5	TRUE	12.984842883548984	1.0243728157815337	0
P. copri	B. vulgatus pSG67#2	5	tech1	biol1	plate8	FALSE	7.541589648798521	0.5958515274857523	5
P. copri	B. vulgatus pSG67#2	5	tech1	biol2	plate8	FALSE	7.836598890942699	0.5943183995548121	5
P. copri	B. vulgatus pSG67#2	5	tech1	biol3	plate5	FALSE	7.755268022181146	0.6118122346391359	5
P. copri	B. vulgatus pSG67#2	5	tech2	biol1	plate8	FALSE	7.513493530499075	0.5936316884617858	5
P. copri	B. vulgatus pSG67#2	5	tech2	biol2	plate8	FALSE	8.116081330868761	0.6155140175406334	5
P. copri	B. vulgatus pSG67#2	5	tech2	biol3	plate5	FALSE	7.982994454713493	0.6297775476593337	5
P. copri	B. vulgatus pSG67#2	10	tech1	biol1	plate8	FALSE	6.717929759704251	0.530775193993681	10
P. copri	B. vulgatus pSG67#2	10	tech1	biol2	plate8	FALSE	3.7693160813308686	0.28586047749131355	10
P. copri	B. vulgatus pSG67#2	10	tech1	biol3	plate5	FALSE	7.064695009242144	0.5573330061947702	10
P. copri	B. vulgatus pSG67#2	10	tech2	biol1	plate8	FALSE	6.869500924214417	0.5427506413598162	10
P. copri	B. vulgatus pSG67#2	10	tech2	biol2	plate8	FALSE	4.244731977818854	0.32191545729259147	10
P. copri	B. vulgatus pSG67#2	10	tech2	biol3	plate5	FALSE	7.351571164510166	0.5799646342851491	10
P. copri	B. vulgatus pSG70#2	0	tech1	biol2	plate8	TRUE	13.52812382030955	1.0259569246498126	0
P. copri	B. vulgatus pSG70#2	0	tech1	biol3	plate5	TRUE	13.35673839184598	1.0537116112084195	0
P. copri	B. vulgatus pSG70#2	0	tech2	biol1	plate8	TRUE	13.59682899207248	1.0742683838784122	0
P. copri	B. vulgatus pSG70#2	0	tech2	biol2	plate8	TRUE	13.817289543223858	1.0478869113749425	0
P. copri	B. vulgatus pSG70#2	0	tech2	biol3	plate5	TRUE	13.328803322008305	1.051507816645381	0
P. copri	B. vulgatus pSG70#2	5	tech1	biol1	plate8	FALSE	-0.22725556813892028	-0.017955177052995836	5
P. copri	B. vulgatus pSG70#2	5	tech1	biol2	plate8	FALSE	-0.30351075877689676	-0.023017897293739504	5
P. copri	B. vulgatus pSG70#2	5	tech1	biol3	plate5	FALSE	-0.30275575688939205	-0.023884368102118365	5
P. copri	B. vulgatus pSG70#2	5	tech2	biol1	plate8	FALSE	-0.28388070970177415	-0.022429058378493134	5
P. copri	B. vulgatus pSG70#2	5	tech2	biol2	plate8	FALSE	-0.2015855039637599	-0.015288006411513561	5
P. copri	B. vulgatus pSG70#2	5	tech2	biol3	plate5	FALSE	-0.166855417138543	-0.013163205363012883	5
P. copri	B. vulgatus pSG70#2	10	tech1	biol1	plate8	FALSE	-0.22046055115137791	-0.01741831129393617	10
P. copri	B. vulgatus pSG70#2	10	tech1	biol2	plate8	FALSE	-0.3080407701019251	-0.023361447999616217	10
P. copri	B. vulgatus pSG70#2	10	tech1	biol3	plate5	FALSE	-0.23782559456398622	-0.01876203479343462	10
P. copri	B. vulgatus pSG70#2	10	tech2	biol1	plate8	FALSE	-0.34352585881464687	-0.027141546708016957	10
P. copri	B. vulgatus pSG70#2	10	tech2	biol2	plate8	FALSE	-0.31332578331445815	-0.02376225715647238	10
P. copri	B. vulgatus pSG70#2	10	tech2	biol3	plate5	FALSE	-0.297470743676859	-0.023467433995597593	10
P. copri	MGAM	0	tech1	biol1	plate6	TRUE	11.25050916496945	0.8888886008280077	0
P. copri	MGAM	0	tech1	biol2	plate6	TRUE	11.746435845213849	0.8908358139995325	0
P. copri	MGAM	0	tech1	biol3	plate3	TRUE	12.126272912423627	0.9566403259274269	0
P. copri	MGAM	0	tech2	biol1	plate6	TRUE	11.34215885947047	0.8961297280976059	0
P. copri	MGAM	0	tech2	biol2	plate6	TRUE	11.90325865580448	0.9027290706407053	0
P. copri	MGAM	0	tech2	biol3	plate3	TRUE	12.676171079429736	1.0000217313692148	0
P. copri	MGAM	5	tech1	biol1	plate6	FALSE	-0.13441955193482671	-0.010620319995410651	5
P. copri	MGAM	5	tech1	biol2	plate6	FALSE	-0.2729124236252543	-0.02069735571320975	5
P. copri	MGAM	5	tech1	biol3	plate3	FALSE	-0.26069246435845234	-0.02056599961684762	5
P. copri	MGAM	5	tech2	biol1	plate6	FALSE	-0.14358452138492853	-0.011344432722370467	5
P. copri	MGAM	5	tech2	biol2	plate6	FALSE	-0.256619144602851	-0.01946169268555543	5
P. copri	MGAM	5	tech2	biol3	plate3	FALSE	-0.18839103869653784	-0.014862148160612538	5
P. copri	MGAM	10	tech1	biol1	plate6	FALSE	-0.061099796334012274	-0.004827418179732124	10
P. copri	MGAM	10	tech1	biol2	plate6	FALSE	-0.23625254582484692	-0.017917113900987536	10
P. copri	MGAM	10	tech1	biol3	plate3	FALSE	-0.2596741344195521	-0.020485663680844306	10
P. copri	MGAM	10	tech2	biol1	plate6	FALSE	-0.16496945010183278	-0.013034029085276707	10
P. copri	MGAM	10	tech2	biol2	plate6	FALSE	-0.2321792260692461	-0.01760819814407396	10
P. copri	MGAM	10	tech2	biol3	plate3	FALSE	-0.19348268839103888	-0.015263827840629095	10
P. merdae	B. vulgatus	0	tech1	biol1	plate10	TRUE	15.349276974416018	0.9698850020531113	0
P. merdae	B. vulgatus	0	tech1	biol2	plate10	TRUE	14.668520578420468	0.974982177242058	0
P. merdae	B. vulgatus	0	tech1	biol3	plate7	TRUE	14.863181312569523	1.0022444968322293	0
P. merdae	B. vulgatus	0	tech2	biol1	plate10	TRUE	15.292547274749722	0.9663003846819462	0
P. merdae	B. vulgatus	0	tech2	biol2	plate10	TRUE	14.561735261401559	0.9678844075434734	0
P. merdae	B. vulgatus	0	tech2	biol3	plate7	TRUE	14.572858731924361	0.9826676510252234	0
P. merdae	B. vulgatus	5	tech1	biol1	plate10	FALSE	-0.2714126807563963	-0.0171499340894963	5
P. merdae	B. vulgatus	5	tech1	biol3	plate7	FALSE	-0.2046718576195775	-0.013801301258578832	5
P. merdae	B. vulgatus	5	tech2	biol1	plate10	FALSE	-0.2424916573971079	-0.015322482096353235	5
P. merdae	B. vulgatus	5	tech2	biol2	plate10	FALSE	-0.311457174638487	-0.020701828287538946	5
P. merdae	B. vulgatus	5	tech2	biol3	plate7	FALSE	-0.34260289210233574	-0.02310217819370801	5
P. merdae	B. vulgatus	10	tech1	biol1	plate10	FALSE	-0.3236929922135704	-0.020453405000177928	10
P. merdae	B. vulgatus	10	tech1	biol2	plate10	FALSE	0.15906562847608469	0.010572719446850265	10
P. merdae	B. vulgatus	10	tech1	biol3	plate7	FALSE	-0.36929922135706317	-0.02490234792308785	10
P. merdae	B. vulgatus	10	tech2	biol1	plate10	FALSE	-0.27363737486095685	-0.01729050731973807	10
P. merdae	B. vulgatus	10	tech2	biol2	plate10	FALSE	-0.35372636262513873	-0.023511362126562085	10
P. merdae	B. vulgatus	10	tech2	biol3	plate7	FALSE	-0.24360400444938846	-0.016426548780591108	10
P. merdae	B. vulgatus pempty	0	tech1	biol1	plate10	TRUE	15.020063357972544	0.9490827616874972	0
P. merdae	B. vulgatus pempty	0	tech1	biol2	plate10	TRUE	14.764519535374868	0.9813630028722898	0
P. merdae	B. vulgatus pempty	0	tech1	biol3	plate7	TRUE	15.029567053854278	1.01346411328224	0
P. merdae	B. vulgatus pempty	0	tech2	biol1	plate10	TRUE	14.817317845828933	0.9362717457817041	0
P. merdae	B. vulgatus pempty	0	tech2	biol2	plate10	TRUE	14.803590285110877	0.9839599440184975	0
P. merdae	B. vulgatus pempty	0	tech2	biol3	plate7	TRUE	14.760295670538543	0.9953067782940455	0
P. merdae	B. vulgatus pempty	5	tech1	biol1	plate11	FALSE	-0.20485744456177368	-0.012944463988144977	5
P. merdae	B. vulgatus pempty	5	tech1	biol2	plate11	FALSE	-0.2449841605068634	-0.016283522862707116	5
P. merdae	B. vulgatus pempty	5	tech1	biol3	plate8	FALSE	-0.2544878563885952	-0.017160461694724898	5
P. merdae	B. vulgatus pempty	5	tech2	biol1	plate11	FALSE	-0.26504751847940833	-0.01674773433517727	5
P. merdae	B. vulgatus pempty	5	tech2	biol2	plate11	FALSE	-0.16473072861668409	-0.010949265373199617	5
P. merdae	B. vulgatus pempty	5	tech2	biol3	plate8	FALSE	-0.24392819429778223	-0.016448409342246693	5
P. merdae	B. vulgatus pempty	10	tech1	biol1	plate11	FALSE	-0.19957761351636716	-0.012610843782264953	10
P. merdae	B. vulgatus pempty	10	tech1	biol2	plate11	FALSE	-0.15945089757127776	-0.010598327380468875	10
P. merdae	B. vulgatus pempty	10	tech1	biol3	plate8	FALSE	-0.2502639915522701	-0.01687564075373362	10
P. merdae	B. vulgatus pempty	10	tech2	biol1	plate11	FALSE	-0.15628299894403366	-0.009875158094048753	10
P. merdae	B. vulgatus pempty	10	tech2	biol2	plate11	FALSE	-0.16261879619852154	-0.01080889017610732	10
P. merdae	B. vulgatus pempty	10	tech2	biol3	plate8	FALSE	-0.24181626187961955	-0.016305998871751045	10
P. merdae	B. vulgatus pSG62#2	0	tech1	biol1	plate11	TRUE	18.884405670665213	1.1932615368914967	0
P. merdae	B. vulgatus pSG62#2	0	tech1	biol2	plate11	TRUE	14.677208287895311	0.975559628925324	0
P. merdae	B. vulgatus pSG62#2	0	tech1	biol3	plate8	TRUE	14.509269356597601	0.9783797331065778	0
P. merdae	B. vulgatus pSG62#2	0	tech2	biol1	plate11	TRUE	19.510359869138497	1.2328141223379205	0
P. merdae	B. vulgatus pSG62#2	0	tech2	biol2	plate11	TRUE	14.956379498364232	0.9941154848585199	0
P. merdae	B. vulgatus pSG62#2	0	tech2	biol3	plate8	TRUE	14.90948745910578	1.0053669831667142	0
P. merdae	B. vulgatus pSG62#2	5	tech1	biol1	plate11	FALSE	12.131952017448203	0.7665897440617834	5
P. merdae	B. vulgatus pSG62#2	5	tech1	biol2	plate11	FALSE	15.389312977099237	1.0228915583174212	5
P. merdae	B. vulgatus pSG62#2	5	tech1	biol3	plate8	FALSE	13.461286804798256	0.9077128467093271	5
P. merdae	B. vulgatus pSG62#2	5	tech2	biol1	plate11	FALSE	12.135223555070885	0.7667964648916427	5
P. merdae	B. vulgatus pSG62#2	5	tech2	biol2	plate11	FALSE	15.716466739367505	1.0446367019891352	5
P. merdae	B. vulgatus pSG62#2	5	tech2	biol3	plate8	FALSE	13.377317339149402	0.9020506716285901	5
P. merdae	B. vulgatus pSG62#2	10	tech1	biol1	plate11	FALSE	-0.3358778625954195	-0.021223338532227326	10
P. merdae	B. vulgatus pSG62#2	10	tech1	biol2	plate11	FALSE	-0.224645583424209	-0.014931665321243511	10
P. merdae	B. vulgatus pSG62#2	10	tech1	biol3	plate8	FALSE	-0.23882224645583408	-0.016104108346511867	10
P. merdae	B. vulgatus pSG62#2	10	tech2	biol1	plate11	FALSE	-0.23555070883315124	-0.014883899749873702	10
P. merdae	B. vulgatus pSG62#2	10	tech2	biol2	plate11	FALSE	0.11559432933478746	0.007683284097338913	10
P. merdae	B. vulgatus pSG62#2	10	tech2	biol3	plate8	FALSE	0.20065430752453672	0.013530392400722322	10
P. merdae	B. vulgatus pSG67#2	0	tech1	biol1	plate11	TRUE	15.481318681318681	0.9782284094581536	0
P. merdae	B. vulgatus pSG67#2	0	tech1	biol2	plate11	TRUE	15.5978021978022	1.036749348081954	0
P. merdae	B. vulgatus pSG67#2	0	tech1	biol3	plate8	TRUE	15.221978021978023	1.026438646114528	0
P. merdae	B. vulgatus pSG67#2	0	tech2	biol1	plate11	TRUE	15.34945054945055	0.9698959698545918	0
P. merdae	B. vulgatus pSG67#2	5	tech1	biol1	plate11	FALSE	16.892307692307693	1.0673855132162646	5
P. merdae	B. vulgatus pSG67#2	5	tech1	biol2	plate11	FALSE	16.402197802197804	1.0902156382606205	5
P. merdae	B. vulgatus pSG67#2	5	tech1	biol3	plate8	FALSE	16.164835164835168	1.0900167834496615	5
P. merdae	B. vulgatus pSG67#2	5	tech2	biol1	plate11	FALSE	16.75934065934066	1.0589836366160066	5
P. merdae	B. vulgatus pSG67#2	5	tech2	biol2	plate11	FALSE	16.362637362637365	1.0875861485797025	5
P. merdae	B. vulgatus pSG67#2	5	tech2	biol3	plate8	FALSE	15.908791208791211	1.072751391842335	5
P. merdae	B. vulgatus pSG67#2	10	tech1	biol1	plate11	FALSE	16.176923076923078	1.022182028366942	10
P. merdae	B. vulgatus pSG67#2	10	tech1	biol2	plate11	FALSE	12.295604395604396	0.817260001105325	10
P. merdae	B. vulgatus pSG67#2	10	tech1	biol3	plate8	FALSE	15.482417582417584	1.0440004392945126	10
P. merdae	B. vulgatus pSG67#2	10	tech2	biol1	plate11	FALSE	15.904395604395607	1.0049616531862477	10
P. merdae	B. vulgatus pSG67#2	10	tech2	biol2	plate11	FALSE	12.125274725274727	0.8059385872013725	10
P. merdae	B. vulgatus pSG67#2	10	tech2	biol3	plate8	FALSE	15.475824175824176	1.0435558369355253	10
P. merdae	B. vulgatus pSG70#2	0	tech1	biol1	plate11	TRUE	15.102473498233214	0.9542900661871906	0
P. merdae	B. vulgatus pSG70#2	0	tech1	biol2	plate11	TRUE	16.22614840989399	1.078514047845086	0
P. merdae	B. vulgatus pSG70#2	0	tech1	biol3	plate8	TRUE	14.952885747938751	1.0082933887080365	0
P. merdae	B. vulgatus pSG70#2	0	tech2	biol1	plate11	TRUE	15.096584216725558	0.9539179362284528	0
P. merdae	B. vulgatus pSG70#2	0	tech2	biol2	plate11	TRUE	16.354534746760894	1.0870475866963576	0
P. merdae	B. vulgatus pSG70#2	0	tech2	biol3	plate8	TRUE	15.307420494699647	1.032200148062201	0
P. merdae	B. vulgatus pSG70#2	5	tech1	biol1	plate11	FALSE	-0.322732626619552	-0.020392721738830905	5
P. merdae	B. vulgatus pSG70#2	5	tech1	biol2	plate11	FALSE	-0.15312131919905783	-0.010177615143718156	5
P. merdae	B. vulgatus pSG70#2	5	tech1	biol3	plate8	FALSE	-0.21790341578327457	-0.014693523191097823	5
P. merdae	B. vulgatus pSG70#2	5	tech2	biol1	plate11	FALSE	-0.46407538280329763	-0.029323840748537888	5
P. merdae	B. vulgatus pSG70#2	5	tech2	biol2	plate11	FALSE	-0.19787985865724345	-0.013152610339574197	5
P. merdae	B. vulgatus pSG70#2	5	tech2	biol3	plate8	FALSE	-0.29681978798586534	-0.020014961319765646	5
P. merdae	B. vulgatus pSG70#2	10	tech1	biol1	plate11	FALSE	-0.3898704358068311	-0.02463500326844172	10
P. merdae	B. vulgatus pSG70#2	10	tech1	biol2	plate11	FALSE	-0.32744405182567676	-0.02176443853810493	10
P. merdae	B. vulgatus pSG70#2	10	tech1	biol3	plate8	FALSE	-0.2661955241460539	-0.017949925628043796	10
P. merdae	B. vulgatus pSG70#2	10	tech2	biol1	plate11	FALSE	-0.20259128386336847	-0.01280127058057999	10
P. merdae	B. vulgatus pSG70#2	10	tech2	biol3	plate8	FALSE	-0.18138987043580698	-0.01223136525096792	10
P. merdae	MGAM	0	tech1	biol1	plate9	TRUE	14.892175572519085	0.9410018308877052	0
P. merdae	MGAM	0	tech1	biol2	plate9	TRUE	14.400763358778626	0.9571849825227258	0
P. merdae	MGAM	0	tech1	biol3	plate6	TRUE	14.502862595419847	0.9779477165013917	0
P. merdae	MGAM	0	tech2	biol1	plate9	TRUE	15.114503816793894	0.9550502339502306	0
P. merdae	MGAM	0	tech2	biol2	plate9	TRUE	14.482824427480917	0.9626393893937141	0
P. merdae	MGAM	0	tech2	biol3	plate6	TRUE	14.499045801526718	0.9776903449068127	0
P. merdae	MGAM	5	tech1	biol1	plate9	FALSE	-0.3463740458015265	-0.021886567861359434	5
P. merdae	MGAM	5	tech1	biol2	plate9	FALSE	-0.3950381679389311	-0.026257260983594502	5
P. merdae	MGAM	5	tech1	biol3	plate6	FALSE	-0.21469465648854982	-0.014477152195066343	5
P. merdae	MGAM	5	tech2	biol1	plate9	FALSE	-0.3330152671755724	-0.0210424578061004	5
P. merdae	MGAM	5	tech2	biol2	plate9	FALSE	-0.3683206106870227	-0.02448140758373787	5
P. merdae	MGAM	5	tech2	biol3	plate6	FALSE	-0.16698473282442763	-0.011260007262829377	5
P. merdae	MGAM	10	tech1	biol1	plate9	FALSE	-0.3883587786259539	-0.02453948517788785	10
P. merdae	MGAM	10	tech1	biol2	plate9	FALSE	-0.16793893129771006	-0.011162507084813138	10
P. merdae	MGAM	10	tech1	biol3	plate6	FALSE	-0.30629770992366406	-0.020654070464961292	10
P. merdae	MGAM	10	tech2	biol1	plate9	FALSE	-0.30343511450381666	-0.01917335696945538	10
P. merdae	MGAM	10	tech2	biol2	plate9	FALSE	-0.24618320610687044	-0.01636322061296471	10
P. merdae	MGAM	10	tech2	biol3	plate6	FALSE	-0.23759541984732846	-0.016021381762540084	10
S. parasanguinis	B. vulgatus	0	tech1	biol2	plate10	TRUE	16.778923253150058	1.0068803934034658	0
S. parasanguinis	B. vulgatus	0	tech1	biol3	plate7	TRUE	14.790378006872851	0.9625319060752994	0
S. parasanguinis	B. vulgatus	0	tech2	biol1	plate10	TRUE	16.682703321878577	1.0054580989247346	0
S. parasanguinis	B. vulgatus	0	tech2	biol2	plate10	TRUE	16.72852233676976	1.0038559028716694	0
S. parasanguinis	B. vulgatus	0	tech2	biol3	plate7	TRUE	14.833906071019472	0.9653646362821505	0
S. parasanguinis	B. vulgatus	5	tech1	biol1	plate10	FALSE	2.4123711340206184	0.1453923892018327	5
S. parasanguinis	B. vulgatus	5	tech1	biol2	plate10	FALSE	5.175257731958762	0.31056018687854026	5
S. parasanguinis	B. vulgatus	5	tech1	biol3	plate7	FALSE	2.357388316151203	0.15341470436051474	5
S. parasanguinis	B. vulgatus	5	tech2	biol1	plate10	FALSE	3.053837342497136	0.18405323343403893	5
S. parasanguinis	B. vulgatus	5	tech2	biol2	plate10	FALSE	5.051546391752576	0.30313643739140383	5
S. parasanguinis	B. vulgatus	5	tech2	biol3	plate7	FALSE	2.6391752577319587	0.17175290517328765	5
S. parasanguinis	B. vulgatus	10	tech1	biol1	plate10	FALSE	1.302405498281787	0.07849532123574729	10
S. parasanguinis	B. vulgatus	10	tech1	biol2	plate10	FALSE	3.379152348224513	0.20277834247270782	10
S. parasanguinis	B. vulgatus	10	tech1	biol3	plate7	FALSE	1.5486827033218784	0.1007855589384917	10
S. parasanguinis	B. vulgatus	10	tech2	biol1	plate10	FALSE	1.3894616265750286	0.08374215009583241	10
S. parasanguinis	B. vulgatus	10	tech2	biol2	plate10	FALSE	3.328751431844215	0.19975385194091147	10
S. parasanguinis	B. vulgatus	10	tech2	biol3	plate7	FALSE	1.4009163802978233	0.0911691853415498	10
S. parasanguinis	B. vulgatus pempty	0	tech1	biol1	plate10	TRUE	15.866863905325443	0.9562878695579147	0
S. parasanguinis	B. vulgatus pempty	0	tech1	biol2	plate10	TRUE	17.28550295857988	1.0372795534328576	0
S. parasanguinis	B. vulgatus pempty	0	tech1	biol3	plate7	TRUE	13.00739644970414	0.8464985879328405	0
S. parasanguinis	B. vulgatus pempty	0	tech2	biol1	plate10	TRUE	15.90680473372781	0.958695083102392	0
S. parasanguinis	B. vulgatus pempty	0	tech2	biol2	plate10	TRUE	17.39792899408284	1.0440260871137217	0
S. parasanguinis	B. vulgatus pempty	0	tech2	biol3	plate7	TRUE	12.70118343195266	0.8265707808474205	0
S. parasanguinis	B. vulgatus pempty	5	tech1	biol1	plate11	FALSE	2.3846153846153846	0.1437195642110161	5
S. parasanguinis	B. vulgatus pempty	5	tech1	biol2	plate11	FALSE	5.943786982248521	0.3566785832856844	5
S. parasanguinis	B. vulgatus pempty	5	tech1	biol3	plate8	FALSE	4.325443786982248	0.2814923087814882	5
S. parasanguinis	B. vulgatus pempty	5	tech2	biol1	plate11	FALSE	2.1745562130177514	0.13105940408820946	5
S. parasanguinis	B. vulgatus pempty	5	tech2	biol2	plate11	FALSE	5.613905325443787	0.33688283314314893	5
S. parasanguinis	B. vulgatus pempty	5	tech2	biol3	plate8	FALSE	4.405325443786982	0.28669086715159775	5
S. parasanguinis	B. vulgatus pempty	10	tech1	biol1	plate11	FALSE	2.0502958579881656	0.12357029528316892	10
S. parasanguinis	B. vulgatus pempty	10	tech1	biol2	plate11	FALSE	4.57396449704142	0.2744773965951558	10
S. parasanguinis	B. vulgatus pempty	10	tech1	biol3	plate8	FALSE	2.0355029585798814	0.13246696883834738	10
S. parasanguinis	B. vulgatus pempty	10	tech2	biol1	plate11	FALSE	1.9866863905325443	0.11973658482344578	10
S. parasanguinis	B. vulgatus pempty	10	tech2	biol2	plate11	FALSE	4.2174556213017755	0.2530837832124157	10
S. parasanguinis	B. vulgatus pempty	10	tech2	biol3	plate8	FALSE	1.997041420118343	0.12996395925273907	10
S. parasanguinis	B. vulgatus pSG62#2	0	tech1	biol2	plate11	TRUE	16.729833546734955	1.0039345868006482	0
S. parasanguinis	B. vulgatus pSG62#2	0	tech1	biol3	plate8	TRUE	15.573623559539051	1.0135041553567223	0
S. parasanguinis	B. vulgatus pSG62#2	0	tech2	biol2	plate11	TRUE	16.596670934699105	0.9959436793287925	0
S. parasanguinis	B. vulgatus pSG62#2	0	tech2	biol3	plate8	TRUE	15.432778489116517	1.004338204761537	0
S. parasanguinis	B. vulgatus pSG62#2	5	tech1	biol2	plate11	FALSE	7.914212548015365	0.47492114503404304	5
S. parasanguinis	B. vulgatus pSG62#2	5	tech1	biol3	plate8	FALSE	6.372599231754161	0.414717601020341	5
S. parasanguinis	B. vulgatus pSG62#2	5	tech2	biol2	plate11	FALSE	7.720870678617157	0.4633189620700986	5
S. parasanguinis	B. vulgatus pSG62#2	5	tech2	biol3	plate8	FALSE	6.308578745198464	0.4105512598407113	5
S. parasanguinis	B. vulgatus pSG62#2	10	tech1	biol2	plate11	FALSE	4.227912932138285	0.2537113122314205	10
S. parasanguinis	B. vulgatus pSG62#2	10	tech1	biol3	plate8	FALSE	2.839948783610756	0.18481889472837382	10
S. parasanguinis	B. vulgatus pSG62#2	10	tech2	biol1	plate11	FALSE	3.6338028169014085	0.21900745950193	10
S. parasanguinis	B. vulgatus pSG62#2	10	tech2	biol2	plate11	FALSE	4.266325224071703	0.2560163816944558	10
S. parasanguinis	B. vulgatus pSG62#2	10	tech2	biol3	plate8	FALSE	2.742637644046095	0.17848605613533663	10
S. parasanguinis	B. vulgatus pSG67#2	0	tech1	biol2	plate11	TRUE	15.960559796437659	0.9577715139593153	0
S. parasanguinis	B. vulgatus pSG67#2	0	tech1	biol3	plate8	TRUE	16.721374045801525	1.0881977475507632	0
S. parasanguinis	B. vulgatus pSG67#2	0	tech2	biol2	plate11	TRUE	16.002544529262085	0.9602909607477295	0
S. parasanguinis	B. vulgatus pSG67#2	0	tech2	biol3	plate8	TRUE	16.681933842239186	1.0856310481538163	0
S. parasanguinis	B. vulgatus pSG67#2	5	tech1	biol1	plate11	FALSE	8.393129770992367	0.5058496899901892	5
S. parasanguinis	B. vulgatus pSG67#2	5	tech2	biol1	plate11	FALSE	8.32442748091603	0.5017090376846761	5
S. parasanguinis	B. vulgatus pSG67#2	10	tech1	biol1	plate11	FALSE	6.826972010178117	0.41145815317376916	10
S. parasanguinis	B. vulgatus pSG67#2	10	tech1	biol2	plate11	FALSE	5.961832061068702	0.3577614439548307	10
S. parasanguinis	B. vulgatus pSG67#2	10	tech1	biol3	plate8	FALSE	6.744274809160305	0.4389055968779271	10
S. parasanguinis	B. vulgatus pSG67#2	10	tech2	biol1	plate11	FALSE	6.67175572519084	0.40210334611316545	10
S. parasanguinis	B. vulgatus pSG67#2	10	tech2	biol2	plate11	FALSE	5.863867684478372	0.351882734781864	10
S. parasanguinis	B. vulgatus pSG67#2	10	tech2	biol3	plate8	FALSE	6.907124681933842	0.4495035814846758	10
S. parasanguinis	B. vulgatus pSG70#2	0	tech1	biol2	plate11	TRUE	16.654978083907327	0.9994426121534591	0
S. parasanguinis	B. vulgatus pSG70#2	0	tech1	biol3	plate8	TRUE	16.852849092047588	1.09675391337734	0
S. parasanguinis	B. vulgatus pSG70#2	0	tech2	biol2	plate11	TRUE	16.507201001878524	0.9905747101883409	0
S. parasanguinis	B. vulgatus pSG70#2	0	tech2	biol3	plate8	TRUE	17.065748278021292	1.1106090196621101	0
S. parasanguinis	B. vulgatus pSG70#2	5	tech1	biol1	plate11	FALSE	4.587351283656857	0.2764773437358101	5
